,DayofWeek,OccurrenceMonth,OccurrenceDay,OccurrenceYear,OccurrenceHour,Offense,Borough,lat,lon
12920,Thursday,Sep,17,2015,1500,ROBBERY,Brooklyn,40.581540471,-73.967334531
14934,Thursday,Jan,29,2015,1400,FELONY ASSAULT,Brooklyn,40.632110394,-73.921493167
25535,Monday,Aug,10,2015,200,FELONY ASSAULT,Brooklyn,40.639632549,-73.954770595
32281,Thursday,Apr,9,2015,0,BURGLARY,Brooklyn,40.689532286,-73.97063871
9446,Saturday,Jul,11,2015,1400,ROBBERY,Brooklyn,40.681960826,-73.957442391
12684,Saturday,Sep,12,2015,2000,ROBBERY,Brooklyn,40.673852709,-73.925081518
69778,Tuesday,Sep,15,2015,1000,GRAND LARCENY,Brooklyn,40.661190922,-73.933832697
3026,Friday,Feb,6,2015,1300,ROBBERY,Brooklyn,40.678350646,-73.96306533
53230,Monday,Apr,27,2015,800,GRAND LARCENY,Brooklyn,40.680398609,-73.949558393
57091,Saturday,May,30,2015,1500,GRAND LARCENY,Brooklyn,40.68406075,-73.977459292
39249,Tuesday,Sep,22,2015,700,BURGLARY,Brooklyn,40.683226551,-73.870064745
31572,Wednesday,Mar,18,2015,1300,BURGLARY,Brooklyn,40.662767503,-73.907529526
70812,Friday,Sep,25,2015,100,GRAND LARCENY,Brooklyn,40.688132509,-73.911691517
60007,Thursday,Jun,25,2015,1500,GRAND LARCENY,Brooklyn,40.588498772,-73.95943178
2580,Sunday,Jan,25,2015,1900,ROBBERY,Brooklyn,40.665685931,-73.898618514
62525,Friday,Jul,17,2015,0,GRAND LARCENY,Brooklyn,40.63074067,-73.966373746
62785,Sunday,Jul,19,2015,400,GRAND LARCENY,Brooklyn,40.665620774,-73.938373697
7586,Saturday,May,30,2015,600,ROBBERY,Brooklyn,40.695059726,-73.981252887
76371,Monday,Sep,14,2015,2000,GRAND LARCENY OF MOTOR VEHICLE,Brooklyn,40.636507513,-74.033473511
3421,Sunday,Feb,15,2015,2300,ROBBERY,Brooklyn,40.670655072,-73.91339092
35506,Sunday,Jun,28,2015,1800,BURGLARY,Brooklyn,40.615575786,-73.939716578
6079,Sunday,Apr,26,2015,2200,ROBBERY,Brooklyn,40.691610055,-73.970551251
10844,Saturday,Aug,8,2015,1100,ROBBERY,Brooklyn,40.683048857,-73.88910955
1985,Wednesday,Jan,14,2015,300,ROBBERY,Brooklyn,40.645583828,-73.899405795
57565,Wednesday,Jun,3,2015,1900,GRAND LARCENY,Brooklyn,40.66674631,-73.920731471
33113,Friday,May,1,2015,1500,BURGLARY,Brooklyn,40.622702762,-73.988373293
51330,Thursday,Apr,9,2015,2200,GRAND LARCENY,Brooklyn,40.670673013,-73.947644353
14042,Thursday,Jan,8,2015,1100,FELONY ASSAULT,Brooklyn,40.656495806,-73.982330536
51538,Saturday,Apr,11,2015,1800,GRAND LARCENY,Brooklyn,40.651751672,-73.965242361
5683,Friday,Apr,17,2015,1400,ROBBERY,Brooklyn,40.678294197,-73.897214919
50568,Thursday,Apr,2,2015,800,GRAND LARCENY,Brooklyn,40.648694641,-73.921848436
10981,Monday,Aug,10,2015,2100,ROBBERY,Brooklyn,40.674369253,-73.863048508
64911,Tuesday,Aug,4,2015,1400,GRAND LARCENY,Brooklyn,40.650701114,-73.951923307
76012,Sunday,Aug,30,2015,2200,GRAND LARCENY OF MOTOR VEHICLE,Brooklyn,40.647634001,-74.00769878
4620,Saturday,Mar,21,2015,2000,ROBBERY,Brooklyn,40.637804468,-73.942377197
7786,Wednesday,Jun,3,2015,2300,ROBBERY,Brooklyn,40.634085888,-73.995076291
53690,Thursday,Apr,30,2015,2000,GRAND LARCENY,Brooklyn,40.671411663,-73.881511724
65130,Thursday,Aug,6,2015,900,GRAND LARCENY,Brooklyn,40.657351503,-73.958402376
73055,Tuesday,Apr,14,2015,2100,GRAND LARCENY OF MOTOR VEHICLE,Brooklyn,40.70120492,-73.914090569
32339,Friday,Apr,10,2015,1100,BURGLARY,Brooklyn,40.63798741,-73.980389762
26521,Monday,Aug,24,2015,2200,FELONY ASSAULT,Brooklyn,40.61137802,-73.973485982
18838,Tuesday,Apr,21,2015,2100,FELONY ASSAULT,Brooklyn,40.671932606,-73.90451751
29512,Monday,Jan,19,2015,300,BURGLARY,Brooklyn,40.606963539,-73.970023162
67928,Saturday,Aug,29,2015,1000,GRAND LARCENY,Brooklyn,40.679749777,-73.878381877
30688,Saturday,Feb,21,2015,1500,BURGLARY,Brooklyn,40.713034527,-73.939458903
26815,Saturday,Aug,29,2015,2300,FELONY ASSAULT,Brooklyn,40.682678866,-73.942331212
13890,Sunday,Jan,4,2015,1000,FELONY ASSAULT,Brooklyn,40.70442749,-73.94607418
75958,Friday,Aug,28,2015,200,GRAND LARCENY OF MOTOR VEHICLE,Brooklyn,40.657115992,-73.907522943
48451,Thursday,Mar,12,2015,1800,GRAND LARCENY,Brooklyn,40.641367773,-73.994301047
20499,Wednesday,May,20,2015,1300,FELONY ASSAULT,Brooklyn,40.696038261,-73.943527749
20618,Friday,May,22,2015,2100,FELONY ASSAULT,Brooklyn,40.635015307,-73.931531149
15941,Sunday,Feb,22,2015,700,FELONY ASSAULT,Brooklyn,40.681587405,-73.879687309
73915,Monday,May,25,2015,600,GRAND LARCENY OF MOTOR VEHICLE,Brooklyn,40.688081995,-73.9175979
9988,Wednesday,Jul,22,2015,1800,ROBBERY,Brooklyn,40.705480612,-73.950239125
32689,Monday,Apr,20,2015,1600,BURGLARY,Brooklyn,40.639274184,-73.913680268
14996,Saturday,Jan,31,2015,0,FELONY ASSAULT,Brooklyn,40.665851864,-73.950877865
53228,Monday,Apr,27,2015,800,GRAND LARCENY,Brooklyn,40.666202693,-73.998415408
57093,Saturday,May,30,2015,1600,GRAND LARCENY,Brooklyn,40.683612062,-73.927702619
7210,Saturday,May,23,2015,500,ROBBERY,Brooklyn,40.673874525,-73.950125714
69289,Thursday,Sep,10,2015,1500,GRAND LARCENY,Brooklyn,40.689938022,-73.981477894
57095,Saturday,May,30,2015,1600,GRAND LARCENY,Brooklyn,40.689496339,-73.969618261
39512,Monday,Sep,28,2015,1300,BURGLARY,Brooklyn,40.670757576,-73.981677882
648,Sunday,Mar,1,2015,0,RAPE,Brooklyn,40.625768961,-73.991416822
9346,Thursday,Jul,9,2015,700,ROBBERY,Brooklyn,40.615321932,-73.962365418
20044,Tuesday,May,12,2015,400,FELONY ASSAULT,Brooklyn,40.663460155,-73.942762342
64726,Monday,Aug,3,2015,0,GRAND LARCENY,Brooklyn,40.573906324,-73.999385899
33464,Sunday,May,10,2015,2000,BURGLARY,Brooklyn,40.689420166,-73.873791979
38892,Monday,Sep,14,2015,200,BURGLARY,Brooklyn,40.652727946,-73.948321553
74478,Monday,Jun,22,2015,1900,GRAND LARCENY OF MOTOR VEHICLE,Brooklyn,40.622491767,-73.963723033
38890,Monday,Sep,14,2015,100,BURGLARY,Brooklyn,40.652727946,-73.948321553
16626,Sunday,Mar,8,2015,400,FELONY ASSAULT,Brooklyn,40.618569689,-73.999154959
60200,Saturday,Jun,27,2015,100,GRAND LARCENY,Brooklyn,40.576515621,-73.970609192
55448,Friday,May,15,2015,2300,GRAND LARCENY,Brooklyn,40.654879667,-73.961903415
53909,Saturday,May,2,2015,1200,GRAND LARCENY,Brooklyn,40.713554975,-73.962843821
69608,Sunday,Sep,13,2015,1300,GRAND LARCENY,Brooklyn,40.689085346,-73.955050763
7345,Tuesday,May,26,2015,200,ROBBERY,Brooklyn,40.647774242,-74.000372617
30359,Thursday,Feb,12,2015,1300,BURGLARY,Brooklyn,40.695342415,-73.9462979
74427,Friday,Jun,19,2015,1600,GRAND LARCENY OF MOTOR VEHICLE,Brooklyn,40.649837407,-73.886696184
50336,Tuesday,Mar,31,2015,1200,GRAND LARCENY,Brooklyn,40.639513342,-73.907100542
76505,Saturday,Sep,19,2015,2000,GRAND LARCENY OF MOTOR VEHICLE,Brooklyn,40.601904692,-73.982388195
444,Wednesday,Oct,1,2014,1600,RAPE,Brooklyn,40.664527498,-73.947739291
75783,Friday,Aug,21,2015,1400,GRAND LARCENY OF MOTOR VEHICLE,Brooklyn,40.646754582,-74.017586887
60210,Saturday,Jun,27,2015,400,GRAND LARCENY,Brooklyn,40.64514168,-73.902314478
19753,Thursday,May,7,2015,1500,FELONY ASSAULT,Brooklyn,40.646755964,-73.97503948
27949,Friday,Sep,18,2015,1300,FELONY ASSAULT,Brooklyn,40.635987137,-73.908157525
44738,Sunday,Feb,1,2015,800,GRAND LARCENY,Brooklyn,40.672366841,-73.972120695
9491,Sunday,Jul,12,2015,400,ROBBERY,Brooklyn,40.707309308,-73.958926658
63269,Wednesday,Jul,22,2015,2300,GRAND LARCENY,Brooklyn,40.692162589,-73.993438473
40012,Sunday,Jun,1,2014,1200,GRAND LARCENY,Brooklyn,40.671246534,-73.866093853
50660,Friday,Apr,3,2015,0,GRAND LARCENY,Brooklyn,40.659141224,-73.910464804
31700,Sunday,Mar,22,2015,900,BURGLARY,Brooklyn,40.689365396,-73.919853594
47570,Tuesday,Mar,3,2015,900,GRAND LARCENY,Brooklyn,40.653812426,-73.943120203
9309,Wednesday,Jul,8,2015,1600,ROBBERY,Brooklyn,40.657289337,-73.947355713
11867,Thursday,Aug,27,2015,2000,ROBBERY,Brooklyn,40.668349566,-73.906516063
76125,Friday,Sep,4,2015,2200,GRAND LARCENY OF MOTOR VEHICLE,Brooklyn,40.646657105,-74.001543771
7726,Tuesday,Jun,2,2015,1400,ROBBERY,Brooklyn,40.68577092,-73.880144894
1852,Sunday,Jan,11,2015,1900,ROBBERY,Brooklyn,40.604925973,-73.978080224
6704,Monday,May,11,2015,1800,ROBBERY,Brooklyn,40.692403887,-73.990070406
21268,Tuesday,Jun,2,2015,2300,FELONY ASSAULT,Brooklyn,40.69106352,-73.941097931
41474,Monday,Dec,29,2014,1600,GRAND LARCENY,Brooklyn,40.661417297,-73.941289909
34862,Saturday,Jun,13,2015,800,BURGLARY,Brooklyn,40.67081759,-73.935110087
68744,Saturday,Sep,5,2015,1500,GRAND LARCENY,Brooklyn,40.650726357,-73.892028287
61703,Friday,Jul,10,2015,0,GRAND LARCENY,Brooklyn,40.686941692,-73.988949832
19976,Sunday,May,10,2015,2300,FELONY ASSAULT,Brooklyn,40.610693084,-73.979681055
28259,Wednesday,Sep,23,2015,300,FELONY ASSAULT,Brooklyn,40.668119622,-73.959376147
62996,Monday,Jul,20,2015,2100,GRAND LARCENY,Brooklyn,40.678151866,-73.922206891
58907,Monday,Jun,15,2015,2200,GRAND LARCENY,Brooklyn,40.605478549,-73.960732353
64192,Thursday,Jul,30,2015,700,GRAND LARCENY,Brooklyn,40.603505553,-73.987260251
46505,Friday,Feb,20,2015,1000,GRAND LARCENY,Brooklyn,40.576576081,-73.985303502
8580,Monday,Jun,22,2015,1000,ROBBERY,Brooklyn,40.688686577,-73.982567204
54525,Friday,May,8,2015,800,GRAND LARCENY,Brooklyn,40.665885072,-73.89723404
34449,Wednesday,Jun,3,2015,700,BURGLARY,Brooklyn,40.687673903,-73.931498714
43840,Thursday,Jan,22,2015,1200,GRAND LARCENY,Brooklyn,40.577587416,-73.976336071
62122,Monday,Jul,13,2015,1600,GRAND LARCENY,Brooklyn,40.610410197,-73.958593697
11647,Sunday,Aug,23,2015,1000,ROBBERY,Brooklyn,40.681196249,-73.895086844
63798,Monday,Jul,27,2015,500,GRAND LARCENY,Brooklyn,40.68888229,-73.871402315
30772,Tuesday,Feb,24,2015,1200,BURGLARY,Brooklyn,40.677333275,-73.917340788
11337,Monday,Aug,17,2015,2100,ROBBERY,Brooklyn,40.621259416,-73.993693992
47235,Saturday,Feb,28,2015,800,GRAND LARCENY,Brooklyn,40.710262631,-73.951743284
29620,Thursday,Jan,22,2015,600,BURGLARY,Brooklyn,40.70366764,-73.931442607
6551,Friday,May,8,2015,1200,ROBBERY,Brooklyn,40.67935723,-73.889209429
22662,Friday,Jun,26,2015,2200,FELONY ASSAULT,Brooklyn,40.678155539,-73.942454098
28849,Friday,Jan,2,2015,800,BURGLARY,Brooklyn,40.6844699,-73.939787706
30369,Thursday,Feb,12,2015,1800,BURGLARY,Brooklyn,40.702788922,-73.959611091
30265,Tuesday,Feb,10,2015,500,BURGLARY,Brooklyn,40.693341966,-73.947352491
34538,Friday,Jun,5,2015,700,BURGLARY,Brooklyn,40.642167794,-73.968393057
12518,Wednesday,Sep,9,2015,1400,ROBBERY,Brooklyn,40.620698137,-73.918394315
73641,Monday,May,11,2015,2000,GRAND LARCENY OF MOTOR VEHICLE,Brooklyn,40.699800317,-73.983732786
13342,Friday,Sep,25,2015,1600,ROBBERY,Brooklyn,40.644521252,-73.963127297
54403,Thursday,May,7,2015,900,GRAND LARCENY,Brooklyn,40.670666272,-73.957975908
37018,Sunday,Aug,2,2015,100,BURGLARY,Brooklyn,40.614084533,-73.920318564
57747,Friday,Jun,5,2015,1100,GRAND LARCENY,Brooklyn,40.595929206,-73.941019811
3754,Wednesday,Feb,25,2015,1800,ROBBERY,Brooklyn,40.670468245,-73.877028955
17901,Friday,Apr,3,2015,1400,FELONY ASSAULT,Brooklyn,40.707493623,-73.952848987
5419,Saturday,Apr,11,2015,400,ROBBERY,Brooklyn,40.72355242,-73.93939884
68302,Wednesday,Sep,2,2015,300,GRAND LARCENY,Brooklyn,40.63454201,-73.93917342
14401,Saturday,Jan,17,2015,700,FELONY ASSAULT,Brooklyn,40.671735064,-73.883728179
36840,Wednesday,Jul,29,2015,1700,BURGLARY,Brooklyn,40.68859449,-73.949534164
23912,Thursday,Jul,16,2015,1900,FELONY ASSAULT,Brooklyn,40.658359745,-73.960993168
68028,Sunday,Aug,30,2015,800,GRAND LARCENY,Brooklyn,40.721152503,-73.942817417
17739,Tuesday,Mar,31,2015,900,FELONY ASSAULT,Brooklyn,40.663133397,-73.962432161
39337,Thursday,Sep,24,2015,1300,BURGLARY,Brooklyn,40.60109895,-73.994704206
825,Friday,May,1,2015,2200,RAPE,Brooklyn,40.671106911,-73.881432957
10293,Tuesday,Jul,28,2015,1300,ROBBERY,Brooklyn,40.692404648,-73.929445622
10773,Friday,Aug,7,2015,100,ROBBERY,Brooklyn,40.656142172,-73.908245109
14001,Wednesday,Jan,7,2015,500,FELONY ASSAULT,Brooklyn,40.692650524,-73.986251557
8164,Saturday,Jun,13,2015,300,ROBBERY,Brooklyn,40.68611392,-73.910165371
54986,Tuesday,May,12,2015,1200,GRAND LARCENY,Brooklyn,40.610377907,-73.982573244
14360,Friday,Jan,16,2015,1200,FELONY ASSAULT,Brooklyn,40.690106415,-73.988970943
26582,Tuesday,Aug,25,2015,2200,FELONY ASSAULT,Brooklyn,40.65734574,-73.903197645
28130,Sunday,Sep,20,2015,2100,FELONY ASSAULT,Brooklyn,40.689368812,-73.957026593
5638,Thursday,Apr,16,2015,1200,ROBBERY,Brooklyn,40.661130072,-73.920129009
6339,Sunday,May,3,2015,900,ROBBERY,Brooklyn,40.59221527,-73.935499722
58397,Wednesday,Jun,10,2015,2100,GRAND LARCENY,Brooklyn,40.638359214,-73.908885694
25913,Sunday,Aug,16,2015,500,FELONY ASSAULT,Brooklyn,40.696503225,-73.959102809
57234,Monday,Jun,1,2015,100,GRAND LARCENY,Brooklyn,40.635419693,-74.007852297
5247,Monday,Apr,6,2015,1900,ROBBERY,Brooklyn,40.674972409,-73.929146814
35908,Wednesday,Jul,8,2015,2100,BURGLARY,Brooklyn,40.685986126,-73.9854741
59286,Friday,Jun,19,2015,1000,GRAND LARCENY,Brooklyn,40.678738906,-73.978892395
59537,Sunday,Jun,21,2015,1200,GRAND LARCENY,Brooklyn,40.716774757,-73.963393952
30749,Monday,Feb,23,2015,1700,BURGLARY,Brooklyn,40.67081759,-73.935110087
69219,Thursday,Sep,10,2015,0,GRAND LARCENY,Brooklyn,40.688604586,-73.985073283
26617,Wednesday,Aug,26,2015,1600,FELONY ASSAULT,Brooklyn,40.665022689,-73.957110763
40901,Monday,Dec,1,2014,1200,GRAND LARCENY,Brooklyn,40.699921901,-73.948962984
39760,Wednesday,Jul,3,2013,1400,GRAND LARCENY,Brooklyn,40.718430777,-73.945027512
47578,Tuesday,Mar,3,2015,1000,GRAND LARCENY,Brooklyn,40.664796195,-73.931496976
32668,Monday,Apr,20,2015,100,BURGLARY,Brooklyn,40.682935294,-73.874734479
75627,Friday,Aug,14,2015,2100,GRAND LARCENY OF MOTOR VEHICLE,Brooklyn,40.639415603,-73.905054071
14540,Tuesday,Jan,20,2015,1600,FELONY ASSAULT,Brooklyn,40.665543169,-73.936986
34649,Monday,Jun,8,2015,1500,BURGLARY,Brooklyn,40.680956737,-73.907021178
17681,Sunday,Mar,29,2015,2000,FELONY ASSAULT,Brooklyn,40.6446014,-73.944079368
18585,Friday,Apr,17,2015,2000,FELONY ASSAULT,Brooklyn,40.641745891,-73.954405229
64380,Friday,Jul,31,2015,1300,GRAND LARCENY,Brooklyn,40.699529283,-73.989809683
28269,Wednesday,Sep,23,2015,1200,FELONY ASSAULT,Brooklyn,40.638987925,-74.007726607
18185,Thursday,Apr,9,2015,1100,FELONY ASSAULT,Brooklyn,40.576124128,-73.99982505
36234,Thursday,Jul,16,2015,2200,BURGLARY,Brooklyn,40.627250395,-73.953734255
59302,Friday,Jun,19,2015,1200,GRAND LARCENY,Brooklyn,40.684310557,-73.869903987
18314,Sunday,Apr,12,2015,1100,FELONY ASSAULT,Brooklyn,40.57759019,-73.976476464
9684,Thursday,Jul,16,2015,1400,ROBBERY,Brooklyn,40.689405478,-73.981117453
11382,Tuesday,Aug,18,2015,2000,ROBBERY,Brooklyn,40.654858649,-73.887747237
47716,Wednesday,Mar,4,2015,1600,GRAND LARCENY,Brooklyn,40.689252103,-73.983266596
33971,Friday,May,22,2015,1400,BURGLARY,Brooklyn,40.698530396,-73.937975427
39296,Wednesday,Sep,23,2015,1300,BURGLARY,Brooklyn,40.586880078,-73.985362441
680,Friday,Mar,13,2015,500,RAPE,Brooklyn,40.648421119,-73.904897109
49500,Monday,Mar,23,2015,100,GRAND LARCENY,Brooklyn,40.604544509,-73.958431675
18041,Sunday,Apr,5,2015,2200,FELONY ASSAULT,Brooklyn,40.620010448,-74.00774242
75042,Sunday,Jul,19,2015,2100,GRAND LARCENY OF MOTOR VEHICLE,Brooklyn,40.624758315,-73.954211497
26484,Monday,Aug,24,2015,1300,FELONY ASSAULT,Brooklyn,40.665182541,-73.930382767
64164,Wednesday,Jul,29,2015,2200,GRAND LARCENY,Brooklyn,40.695367447,-73.983243425
14902,Wednesday,Jan,28,2015,1900,FELONY ASSAULT,Brooklyn,40.686798551,-73.915345898
6423,Tuesday,May,5,2015,300,ROBBERY,Brooklyn,40.653259387,-73.959392403
13341,Friday,Sep,25,2015,1600,ROBBERY,Brooklyn,40.576607716,-73.966149012
19242,Wednesday,Apr,29,2015,900,FELONY ASSAULT,Brooklyn,40.668975972,-73.870337632
29135,Saturday,Jan,10,2015,1700,BURGLARY,Brooklyn,40.589391577,-73.970952773
37184,Wednesday,Aug,5,2015,1800,BURGLARY,Brooklyn,40.689824994,-73.925766723
22851,Monday,Jun,29,2015,2200,FELONY ASSAULT,Brooklyn,40.678985392,-73.864881347
63039,Tuesday,Jul,21,2015,900,GRAND LARCENY,Brooklyn,40.642756605,-73.93813537
17369,Sunday,Mar,22,2015,2100,FELONY ASSAULT,Brooklyn,40.701495927,-73.951922744
68923,Monday,Sep,7,2015,900,GRAND LARCENY,Brooklyn,40.59459635,-73.973571861
62878,Monday,Jul,20,2015,0,GRAND LARCENY,Brooklyn,40.680145137,-73.953827354
32957,Monday,Apr,27,2015,1700,BURGLARY,Brooklyn,40.710569155,-73.943735467
59043,Wednesday,Jun,17,2015,1200,GRAND LARCENY,Brooklyn,40.680837673,-73.912703482
25662,Wednesday,Aug,12,2015,1500,FELONY ASSAULT,Brooklyn,40.673710733,-73.930658663
43401,Saturday,Jan,17,2015,2000,GRAND LARCENY,Brooklyn,40.601283474,-73.966136502
15970,Sunday,Feb,22,2015,2100,FELONY ASSAULT,Brooklyn,40.603936895,-73.991747344
23510,Friday,Jul,10,2015,1800,FELONY ASSAULT,Brooklyn,40.631155025,-73.893911756
74701,Friday,Jul,3,2015,1100,GRAND LARCENY OF MOTOR VEHICLE,Brooklyn,40.702319435,-73.930567596
74171,Sunday,Jun,7,2015,600,GRAND LARCENY OF MOTOR VEHICLE,Brooklyn,40.674262619,-73.904153669
36390,Monday,Jul,20,2015,1200,BURGLARY,Brooklyn,40.688006988,-73.928574064
35281,Tuesday,Jun,23,2015,600,BURGLARY,Brooklyn,40.677417859,-73.999413792
52323,Saturday,Apr,18,2015,1700,GRAND LARCENY,Brooklyn,40.693792988,-73.95598518
9443,Saturday,Jul,11,2015,1200,ROBBERY,Brooklyn,40.646477735,-73.927378895
57490,Wednesday,Jun,3,2015,900,GRAND LARCENY,Brooklyn,40.694526815,-73.967116902
42802,Monday,Jan,12,2015,1600,GRAND LARCENY,Brooklyn,40.639652084,-74.008825657
23549,Saturday,Jul,11,2015,300,FELONY ASSAULT,Brooklyn,40.575442769,-73.987794763
13181,Tuesday,Sep,22,2015,700,ROBBERY,Brooklyn,40.700130612,-73.916317141
8809,Saturday,Jun,27,2015,1500,ROBBERY,Brooklyn,40.654621066,-73.952893562
59819,Tuesday,Jun,23,2015,2300,GRAND LARCENY,Brooklyn,40.608039206,-73.960039362
44571,Friday,Jan,30,2015,1600,GRAND LARCENY,Brooklyn,40.666743881,-73.950794302
15534,Thursday,Feb,12,2015,1400,FELONY ASSAULT,Brooklyn,40.677333275,-73.917340788
41600,Thursday,Jan,1,2015,0,GRAND LARCENY,Brooklyn,40.697519351,-73.936198452
74035,Saturday,May,30,2015,900,GRAND LARCENY OF MOTOR VEHICLE,Brooklyn,40.608427112,-74.01141101
22667,Saturday,Jun,27,2015,0,FELONY ASSAULT,Brooklyn,40.717566159,-73.958022094
28805,Wednesday,Dec,31,2014,2100,BURGLARY,Brooklyn,40.703611218,-73.924611672
54892,Monday,May,11,2015,900,GRAND LARCENY,Brooklyn,40.682052218,-73.883270323
73930,Monday,May,25,2015,1900,GRAND LARCENY OF MOTOR VEHICLE,Brooklyn,40.664529712,-73.981906678
12342,Saturday,Sep,5,2015,2100,ROBBERY,Brooklyn,40.646234054,-74.00915445
34341,Sunday,May,31,2015,1500,BURGLARY,Brooklyn,40.6865411,-73.928287177
16844,Thursday,Mar,12,2015,2000,FELONY ASSAULT,Brooklyn,40.594978166,-74.00106367
33266,Tuesday,May,5,2015,2000,BURGLARY,Brooklyn,40.699967149,-73.930533981
41853,Friday,Jan,2,2015,2300,GRAND LARCENY,Brooklyn,40.61963192,-73.956466333
75512,Monday,Aug,10,2015,1800,GRAND LARCENY OF MOTOR VEHICLE,Brooklyn,40.679749777,-73.878381877
30096,Thursday,Feb,5,2015,1000,BURGLARY,Brooklyn,40.58616091,-73.970813766
71462,Thursday,Jan,8,2015,2200,GRAND LARCENY OF MOTOR VEHICLE,Brooklyn,40.624965054,-73.999010781
9437,Saturday,Jul,11,2015,700,ROBBERY,Brooklyn,40.679284397,-73.92905931
55331,Friday,May,15,2015,0,GRAND LARCENY,Brooklyn,40.68673597,-73.990467881
75752,Thursday,Aug,20,2015,500,GRAND LARCENY OF MOTOR VEHICLE,Brooklyn,40.675079287,-73.99761126
32505,Wednesday,Apr,15,2015,1200,BURGLARY,Brooklyn,40.679670066,-73.936136211
8097,Thursday,Jun,11,2015,1900,ROBBERY,Brooklyn,40.664335554,-73.881448598
23257,Monday,Jul,6,2015,200,FELONY ASSAULT,Brooklyn,40.690106415,-73.988970943
27233,Saturday,Sep,5,2015,400,FELONY ASSAULT,Brooklyn,40.692612047,-73.927508951
44868,Monday,Feb,2,2015,1300,GRAND LARCENY,Brooklyn,40.579961359,-73.974862841
63852,Monday,Jul,27,2015,1500,GRAND LARCENY,Brooklyn,40.629260819,-73.965005492
3983,Wednesday,Mar,4,2015,1000,ROBBERY,Brooklyn,40.623771426,-73.934143569
18672,Saturday,Apr,18,2015,2100,FELONY ASSAULT,Brooklyn,40.654935571,-73.924904541
75856,Monday,Aug,24,2015,1500,GRAND LARCENY OF MOTOR VEHICLE,Brooklyn,40.621146432,-74.011939106
74047,Sunday,May,31,2015,400,GRAND LARCENY OF MOTOR VEHICLE,Brooklyn,40.704673775,-73.94450867
63903,Monday,Jul,27,2015,2200,GRAND LARCENY,Brooklyn,40.575791082,-73.961610145
63690,Sunday,Jul,26,2015,700,GRAND LARCENY,Brooklyn,40.6228069,-74.028351399
30933,Saturday,Feb,28,2015,900,BURGLARY,Brooklyn,40.659392149,-73.932216168
32370,Saturday,Apr,11,2015,1100,BURGLARY,Brooklyn,40.685077953,-73.927993087
41532,Wednesday,Dec,31,2014,800,GRAND LARCENY,Brooklyn,40.669183319,-73.938042369
43469,Sunday,Jan,18,2015,1700,GRAND LARCENY,Brooklyn,40.671092114,-73.979741965
4792,Thursday,Mar,26,2015,700,ROBBERY,Brooklyn,40.591700962,-73.949953045
730,Saturday,Mar,28,2015,1100,RAPE,Brooklyn,40.630366545,-73.973712613
57301,Monday,Jun,1,2015,1200,GRAND LARCENY,Brooklyn,40.679660254,-73.90585485
57113,Saturday,May,30,2015,1900,GRAND LARCENY,Brooklyn,40.691289195,-73.986908126
15211,Wednesday,Feb,4,2015,2300,FELONY ASSAULT,Brooklyn,40.694542592,-73.929068319
4318,Friday,Mar,13,2015,800,ROBBERY,Brooklyn,40.648786956,-73.920378024
51130,Tuesday,Apr,7,2015,1800,GRAND LARCENY,Brooklyn,40.690080972,-73.960559932
35410,Friday,Jun,26,2015,1200,BURGLARY,Brooklyn,40.596635333,-73.987340782
22505,Tuesday,Jun,23,2015,2100,FELONY ASSAULT,Brooklyn,40.664239422,-73.908425011
56125,Friday,May,22,2015,500,GRAND LARCENY,Brooklyn,40.689481941,-73.867697911
